NC_001710.1	1	892
NC_001710.1	2	893
NC_001710.1	3	907
NC_001710.1	4	924
NC_001710.1	5	964
NC_001710.1	6	964
NC_001710.1	7	964
NC_001710.1	8	964
NC_001710.1	9	964
NC_001710.1	10	937
NC_001710.1	11	965
NC_001710.1	12	965
NC_001710.1	13	965
NC_001710.1	14	965
NC_001710.1	15	965
NC_001710.1	16	963
NC_001710.1	17	838
NC_001710.1	18	953
NC_001710.1	19	965
NC_001710.1	20	966
NC_001710.1	21	966
NC_001710.1	22	966
NC_001710.1	23	966
NC_001710.1	24	966
NC_001710.1	25	967
NC_001710.1	26	966
NC_001710.1	27	966
NC_001710.1	28	961
NC_001710.1	29	967
NC_001710.1	30	967
NC_001710.1	31	967
NC_001710.1	32	967
NC_001710.1	33	967
NC_001710.1	34	967
NC_001710.1	35	967
NC_001710.1	36	968
NC_001710.1	37	967
NC_001710.1	38	969
NC_001710.1	39	972
NC_001710.1	40	975
NC_001710.1	41	975
NC_001710.1	42	975
NC_001710.1	43	975
NC_001710.1	44	975
NC_001710.1	45	975
NC_001710.1	46	975
NC_001710.1	47	975
NC_001710.1	48	975
NC_001710.1	49	975
NC_001710.1	50	975
NC_001710.1	51	975
NC_001710.1	52	974
NC_001710.1	53	974
NC_001710.1	54	971
NC_001710.1	55	970
NC_001710.1	56	967
NC_001710.1	57	962
NC_001710.1	58	962
NC_001710.1	59	958
NC_001710.1	60	942
NC_001710.1	61	939
NC_001710.1	62	932
NC_001710.1	63	924
NC_001710.1	64	920
NC_001710.1	65	918
NC_001710.1	66	911
NC_001710.1	67	882
NC_001710.1	68	398
NC_001710.1	69	398
NC_001710.1	70	398
NC_001710.1	71	8
NC_001710.1	72	8
NC_001710.1	73	160
NC_001710.1	74	160
NC_001710.1	75	160
NC_001710.1	76	160
NC_001710.1	77	160
NC_001710.1	78	160
NC_001710.1	79	160
NC_001710.1	80	160
NC_001710.1	81	160
NC_001710.1	82	160
NC_001710.1	83	3
NC_001710.1	84	522
NC_001710.1	85	524
NC_001710.1	86	524
NC_001710.1	87	524
NC_001710.1	88	524
NC_001710.1	89	524
NC_001710.1	90	524
NC_001710.1	91	524
NC_001710.1	92	527
NC_001710.1	93	533
NC_001710.1	94	533
NC_001710.1	95	533
NC_001710.1	96	533
NC_001710.1	97	533
NC_001710.1	98	534
NC_001710.1	99	534
NC_001710.1	100	534
NC_001710.1	101	534
NC_001710.1	102	534
NC_001710.1	103	533
NC_001710.1	104	534
NC_001710.1	105	533
NC_001710.1	106	534
NC_001710.1	107	534
NC_001710.1	108	534
NC_001710.1	109	563
NC_001710.1	110	564
NC_001710.1	111	557
NC_001710.1	112	557
NC_001710.1	113	556
NC_001710.1	114	532
NC_001710.1	115	476
NC_001710.1	116	476
NC_001710.1	117	476
NC_001710.1	118	476
NC_001710.1	119	476
NC_001710.1	120	476
NC_001710.1	121	476
NC_001710.1	122	476
NC_001710.1	123	476
NC_001710.1	124	476
NC_001710.1	125	476
NC_001710.1	126	476
NC_001710.1	127	443
NC_001710.1	128	443
NC_001710.1	129	443
NC_001710.1	130	443
NC_001710.1	131	443
NC_001710.1	132	429
NC_001710.1	133	408
NC_001710.1	134	408
NC_001710.1	135	411
NC_001710.1	136	415
NC_001710.1	137	413
NC_001710.1	138	325
NC_001710.1	139	326
NC_001710.1	140	326
NC_001710.1	141	310
NC_001710.1	142	310
NC_001710.1	143	292
NC_001710.1	144	292
NC_001710.1	145	292
NC_001710.1	146	292
NC_001710.1	147	292
NC_001710.1	148	292
NC_001710.1	149	292
NC_001710.1	150	132
NC_001710.1	151	132
NC_001710.1	152	132
NC_001710.1	153	132
NC_001710.1	154	133
NC_001710.1	155	137
NC_001710.1	156	137
NC_001710.1	157	68
NC_001710.1	158	118
NC_001710.1	159	118
NC_001710.1	160	120
NC_001710.1	161	120
NC_001710.1	162	120
NC_001710.1	163	120
NC_001710.1	164	140
NC_001710.1	165	132
NC_001710.1	166	132
NC_001710.1	167	132
NC_001710.1	168	132
NC_001710.1	169	132
NC_001710.1	170	132
NC_001710.1	171	132
NC_001710.1	172	132
NC_001710.1	173	132
NC_001710.1	174	132
NC_001710.1	175	132
NC_001710.1	176	132
NC_001710.1	177	132
NC_001710.1	178	132
NC_001710.1	179	131
NC_001710.1	180	131
NC_001710.1	181	102
NC_001710.1	182	102
NC_001710.1	183	102
NC_001710.1	184	102
NC_001710.1	185	101
NC_001710.1	186	101
NC_001710.1	187	37
NC_001710.1	188	37
NC_001710.1	189	37
NC_001710.1	190	37
NC_001710.1	191	37
NC_001710.1	192	37
NC_001710.1	193	28
NC_001710.1	194	28
NC_001710.1	195	28
NC_001710.1	196	26
NC_001710.1	197	26
NC_001710.1	198	2
NC_001710.1	199	26
NC_001710.1	200	26
NC_001710.1	201	27
NC_001710.1	202	27
NC_001710.1	203	27
NC_001710.1	204	27
NC_001710.1	205	27
NC_001710.1	206	27
NC_001710.1	207	27
NC_001710.1	208	27
NC_001710.1	209	29
NC_001710.1	210	29
NC_001710.1	211	29
NC_001710.1	212	29
NC_001710.1	213	29
NC_001710.1	214	29
NC_001710.1	215	155
NC_001710.1	216	155
NC_001710.1	217	155
NC_001710.1	218	155
NC_001710.1	219	168
NC_001710.1	220	172
NC_001710.1	221	172
NC_001710.1	222	172
NC_001710.1	223	187
NC_001710.1	224	188
NC_001710.1	225	188
NC_001710.1	226	188
NC_001710.1	227	187
NC_001710.1	228	187
NC_001710.1	229	187
NC_001710.1	230	182
NC_001710.1	231	182
NC_001710.1	232	182
NC_001710.1	233	190
NC_001710.1	234	207
NC_001710.1	235	259
NC_001710.1	236	311
NC_001710.1	237	333
NC_001710.1	238	400
NC_001710.1	239	448
NC_001710.1	240	448
NC_001710.1	241	448
NC_001710.1	242	456
NC_001710.1	243	464
NC_001710.1	244	464
NC_001710.1	245	464
NC_001710.1	246	464
NC_001710.1	247	476
NC_001710.1	248	476
NC_001710.1	249	476
NC_001710.1	250	476
NC_001710.1	251	476
NC_001710.1	252	476
NC_001710.1	253	476
NC_001710.1	254	476
NC_001710.1	255	472
NC_001710.1	256	2
NC_001710.1	257	397
NC_001710.1	258	397
NC_001710.1	259	404
NC_001710.1	260	405
NC_001710.1	261	406
NC_001710.1	262	406
NC_001710.1	263	406
NC_001710.1	264	406
NC_001710.1	265	406
NC_001710.1	266	406
NC_001710.1	267	406
NC_001710.1	268	406
NC_001710.1	269	406
NC_001710.1	270	412
NC_001710.1	271	420
NC_001710.1	272	431
NC_001710.1	273	418
NC_001710.1	274	418
NC_001710.1	275	418
NC_001710.1	276	418
NC_001710.1	277	428
NC_001710.1	278	429
NC_001710.1	279	462
NC_001710.1	280	423
NC_001710.1	281	423
NC_001710.1	282	423
NC_001710.1	283	423
NC_001710.1	284	424
NC_001710.1	285	424
NC_001710.1	286	424
NC_001710.1	287	424
NC_001710.1	288	424
NC_001710.1	289	424
NC_001710.1	290	424
NC_001710.1	291	556
NC_001710.1	292	580
NC_001710.1	293	561
NC_001710.1	294	562
NC_001710.1	295	561
NC_001710.1	296	561
NC_001710.1	297	561
NC_001710.1	298	561
NC_001710.1	299	559
NC_001710.1	300	559
NC_001710.1	301	560
NC_001710.1	302	561
NC_001710.1	303	516
