"tax_id","parent_id","rank","tax_name","root","below_root","below_below_root","superkingdom","below_superkingdom","below_below_superkingdom","below_below_below_superkingdom","kingdom","below_kingdom","below_below_kingdom","below_below_below_kingdom","below_below_below_below_kingdom","subkingdom","phylum","below_phylum","below_below_phylum","subphylum","below_subphylum","below_below_subphylum","below_below_below_subphylum","below_below_below_below_subphylum","below_below_below_below_below_subphylum","below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_below_below_below_subphylum","class","below_class","subclass","below_subclass","order","below_order","below_below_order","suborder","family","below_family","subfamily","below_subfamily","below_below_subfamily","below_below_below_subfamily","below_below_below_below_subfamily","tribe","subtribe","genus","below_genus","subgenus","species_group","species_subgroup","species","below_species","below_below_species","subspecies","below_subspecies","varietas"
"1","1","root","root","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131567","1","below_root","cellular organisms","1","131567","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28384","1","below_root","other sequences","1","28384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81077","28384","below_below_root","artificial sequences","1","28384","81077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2157","131567","superkingdom","Archaea","1","131567","","2157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","131567","superkingdom","Bacteria","1","131567","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2759","131567","superkingdom","Eukaryota","1","131567","","2759","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10239","1","superkingdom","Viruses","1","","","10239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33630","2759","below_superkingdom","Alveolata","1","131567","","2759","33630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33682","2759","below_superkingdom","Euglenozoa","1","131567","","2759","33682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1783270","2","below_superkingdom","FCB group","1","131567","","2","1783270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33154","2759","below_superkingdom","Opisthokonta","1","131567","","2759","33154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1783257","2","below_superkingdom","PVC group","1","131567","","2","1783257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2559587","10239","below_superkingdom","Riboviria","1","","","10239","2559587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1783272","2","below_superkingdom","Terrabacteria group","1","131567","","2","1783272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48479","2","below_superkingdom","environmental samples","1","131567","","2","48479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2323","2","below_superkingdom","unclassified Bacteria","1","131567","","2","2323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68336","1783270","below_below_superkingdom","Bacteroidetes/Chlorobi group","1","131567","","2","1783270","68336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5878","33630","below_below_superkingdom","Ciliophora","1","131567","","2759","33630","5878","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1798711","1783272","below_below_superkingdom","Cyanobacteria/Melainabacteria group","1","131567","","2","1783272","1798711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49928","2323","below_below_superkingdom","unclassified Bacteria (miscellaneous)","1","131567","","2","2323","49928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1922347","2559587","below_below_superkingdom","unclassified RNA viruses","1","","","10239","2559587","1922347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1922348","1922347","below_below_below_superkingdom","unclassified RNA viruses ShiM-2016","1","","","10239","2559587","1922347","1922348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4751","33154","kingdom","Fungi","1","131567","","2759","33154","","","4751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33208","33154","kingdom","Metazoa","1","131567","","2759","33154","","","33208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33090","2759","kingdom","Viridiplantae","1","131567","","2759","","","","33090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6072","33208","below_kingdom","Eumetazoa","1","131567","","2759","33154","","","33208","6072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33213","6072","below_below_kingdom","Bilateria","1","131567","","2759","33154","","","33208","6072","33213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33317","33213","below_below_below_kingdom","Protostomia","1","131567","","2759","33154","","","33208","6072","33213","33317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1206794","33317","below_below_below_below_kingdom","Ecdysozoa","1","131567","","2759","33154","","","33208","6072","33213","33317","1206794","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1206795","33317","below_below_below_below_kingdom","Lophotrochozoa","1","131567","","2759","33154","","","33208","6072","33213","33317","1206795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"451864","4751","subkingdom","Dikarya","1","131567","","2759","33154","","","4751","","","","","451864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"201174","1783272","phylum","Actinobacteria","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6340","1206795","phylum","Annelida","1","131567","","2759","33154","","","33208","6072","33213","33317","1206795","","6340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5794","33630","phylum","Apicomplexa","1","131567","","2759","33630","","","","","","","","","5794","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4890","451864","phylum","Ascomycota","1","131567","","2759","33154","","","4751","","","","","451864","4890","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"976","68336","phylum","Bacteroidetes","1","131567","","2","1783270","68336","","","","","","","","976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5204","451864","phylum","Basidiomycota","1","131567","","2759","33154","","","4751","","","","","451864","5204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3041","33090","phylum","Chlorophyta","1","131567","","2759","","","","33090","","","","","","3041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117","1798711","phylum","Cyanobacteria","1","131567","","2","1783272","1798711","","","","","","","","1117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1297","1783272","phylum","Deinococcus-Thermus","1","131567","","2","1783272","","","","","","","","","1297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28890","2157","phylum","Euryarchaeota","1","131567","","2157","","","","","","","","","","28890","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1239","1783272","phylum","Firmicutes","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32066","2","phylum","Fusobacteria","1","131567","","2","","","","","","","","","","32066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6231","1206794","phylum","Nematoda","1","131567","","2759","33154","","","33208","6072","33213","33317","1206794","","6231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1224","2","phylum","Proteobacteria","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35493","33090","phylum","Streptophyta","1","131567","","2759","","","","33090","","","","","","35493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74201","1783257","phylum","Verrucomicrobia","1","131567","","2","1783257","","","","","","","","","74201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2290931","28890","below_phylum","Stenosarchaea group","1","131567","","2157","","","","","","","","","","28890","2290931","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74202","74201","below_phylum","environmental samples","1","131567","","2","1783257","","","","","","","","","74201","74202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"716545","4890","below_phylum","saccharomyceta","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34079","1117","below_phylum","unclassified Cyanobacteria","1","131567","","2","1783272","1798711","","","","","","","","1117","34079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1983111","34079","below_below_phylum","unclassified Cyanobacteria (miscellaneous)","1","131567","","2","1783272","1798711","","","","","","","","1117","34079","1983111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5302","5204","subphylum","Agaricomycotina","1","131567","","2759","33154","","","4751","","","","","451864","5204","","","5302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431838","5878","subphylum","Intramacronucleata","1","131567","","2759","33630","5878","","","","","","","","","","","431838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"147538","716545","subphylum","Pezizomycotina","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29000","5204","subphylum","Pucciniomycotina","1","131567","","2759","33154","","","4751","","","","","451864","5204","","","29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"147537","716545","subphylum","Saccharomycotina","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147537","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131221","35493","subphylum","Streptophytina","1","131567","","2759","","","","33090","","","","","","35493","","","131221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68525","1224","subphylum","delta/epsilon subdivisions","1","131567","","2","","","","","","","","","","1224","","","68525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3193","131221","below_subphylum","Embryophyta","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"716546","147538","below_subphylum","leotiomyceta","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58023","3193","below_below_subphylum","Tracheophyta","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"715962","716546","below_below_subphylum","dothideomyceta","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"715989","716546","below_below_subphylum","sordariomyceta","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78536","58023","below_below_below_subphylum","Euphyllophyta","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58024","78536","below_below_below_below_subphylum","Spermatophyta","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1437180","58024","below_below_below_below_below_subphylum","Acrogymnospermae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","1437180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3398","58024","below_below_below_below_below_subphylum","Magnoliophyta","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1437183","3398","below_below_below_below_below_below_subphylum","Mesangiospermae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71240","1437183","below_below_below_below_below_below_below_subphylum","eudicotyledons","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91827","71240","below_below_below_below_below_below_below_below_subphylum","Gunneridae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1437201","91827","below_below_below_below_below_below_below_below_below_subphylum","Pentapetalae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71274","1437201","below_below_below_below_below_below_below_below_below_below_subphylum","asterids","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71275","1437201","below_below_below_below_below_below_below_below_below_below_subphylum","rosids","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91882","71274","below_below_below_below_below_below_below_below_below_below_below_subphylum","campanulids","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91835","71275","below_below_below_below_below_below_below_below_below_below_below_subphylum","fabids","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91888","71274","below_below_below_below_below_below_below_below_below_below_below_subphylum","lamiids","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91836","71275","below_below_below_below_below_below_below_below_below_below_below_subphylum","malvids","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91836","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91834","71275","below_below_below_below_below_below_below_below_below_below_below_subphylum","rosids incertae sedis","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91834","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422676","5794","class","Aconoidasida","1","131567","","2759","33630","","","","","","","","","5794","","","","","","","","","","","","","","","422676","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1760","201174","class","Actinobacteria","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","1760","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155619","5302","class","Agaricomycetes","1","131567","","2759","33154","","","4751","","","","","451864","5204","","","5302","","","","","","","","","","","","155619","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28211","1224","class","Alphaproteobacteria","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28211","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"91061","1239","class","Bacilli","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","91061","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200643","976","class","Bacteroidia","1","131567","","2","1783270","68336","","","","","","","","976","","","","","","","","","","","","","","","200643","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28216","1224","class","Betaproteobacteria","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28216","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3166","3041","class","Chlorophyceae","1","131567","","2759","","","","33090","","","","","","3041","","","","","","","","","","","","","","","3166","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"186801","1239","class","Clostridia","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","186801","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"188787","1297","class","Deinococci","1","131567","","2","1783272","","","","","","","","","1297","","","","","","","","","","","","","","","188787","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28221","68525","class","Deltaproteobacteria","1","131567","","2","","","","","","","","","","1224","","","68525","","","","","","","","","","","","28221","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"147541","715962","class","Dothideomycetes","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715962","","","","","","","","","","147541","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"119088","6231","class","Enoplea","1","131567","","2759","33154","","","33208","6072","33213","33317","1206794","","6231","","","","","","","","","","","","","","","119088","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29547","68525","class","Epsilonproteobacteria","1","131567","","2","","","","","","","","","","1224","","","68525","","","","","","","","","","","","29547","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"526524","1239","class","Erysipelotrichia","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","526524","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"147545","716546","class","Eurotiomycetes","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","","","","","","","","","","","147545","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"203490","32066","class","Fusobacteriia","1","131567","","2","","","","","","","","","","32066","","","","","","","","","","","","","","","203490","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1236","1224","class","Gammaproteobacteria","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"183963","2290931","class","Halobacteria","1","131567","","2157","","","","","","","","","","28890","2290931","","","","","","","","","","","","","","183963","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"147548","715989","class","Leotiomycetes","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715989","","","","","","","","","","147548","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4447","1437183","class","Liliopsida","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"909932","1239","class","Negativicutes","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","909932","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6341","6340","class","Polychaeta","1","131567","","2759","33154","","","33208","6072","33213","33317","1206795","","6340","","","","","","","","","","","","","","","6341","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"162484","29000","class","Pucciniomycetes","1","131567","","2759","33154","","","4751","","","","","451864","5204","","","29000","","","","","","","","","","","","162484","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4891","147537","class","Saccharomycetes","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147537","","","","","","","","","","","","4891","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"147550","715989","class","Sordariomycetes","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715989","","","","","","","","","","147550","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33829","431838","class","Spirotrichea","1","131567","","2759","33630","5878","","","","","","","","","","","431838","","","","","","","","","","","","33829","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"183968","28890","class","Thermococci","1","131567","","2157","","","","","","","","","","28890","","","","","","","","","","","","","","","183968","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75966","3041","class","Trebouxiophyceae","1","131567","","2759","","","","33090","","","","","","3041","","","","","","","","","","","","","","","75966","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"355688","155619","below_class","Agaricomycetes incertae sedis","1","131567","","2759","33154","","","4751","","","","","451864","5204","","","5302","","","","","","","","","","","","155619","355688","","","","","","","","","","","","","","","","","","","","","","","","","",""
"452333","155619","subclass","Agaricomycetidae","1","131567","","2759","33154","","","4751","","","","","451864","5204","","","5302","","","","","","","","","","","","155619","","452333","","","","","","","","","","","","","","","","","","","","","","","","",""
"1457286","119088","subclass","Dorylaimia","1","131567","","2759","33154","","","33208","6072","33213","33317","1206794","","6231","","","","","","","","","","","","","","","119088","","1457286","","","","","","","","","","","","","","","","","","","","","","","","",""
"451871","147545","subclass","Eurotiomycetidae","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","","","","","","","","","","","147545","","451871","","","","","","","","","","","","","","","","","","","","","","","","",""
"222543","147550","subclass","Hypocreomycetidae","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715989","","","","","","","","","","147550","","222543","","","","","","","","","","","","","","","","","","","","","","","","",""
"1301283","1117","subclass","Oscillatoriophycideae","1","131567","","2","1783272","1798711","","","","","","","","1117","","","","","","","","","","","","","","","","","1301283","","","","","","","","","","","","","","","","","","","","","","","","",""
"1437197","4447","subclass","Petrosaviidae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","","","","","","","","","","","","","","","","","","","","","","","","",""
"3313","1437180","subclass","Pinidae","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","1437180","","","","","","","","","3313","","","","","","","","","","","","","","","","","","","","","","","","",""
"451868","147541","subclass","Pleosporomycetidae","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715962","","","","","","","","","","147541","","451868","","","","","","","","","","","","","","","","","","","","","","","","",""
"105387","6341","subclass","Scolecida","1","131567","","2759","33154","","","33208","6072","33213","33317","1206795","","6340","","","","","","","","","","","","","","","6341","","105387","","","","","","","","","","","","","","","","","","","","","","","","",""
"194286","33829","subclass","Stichotrichia","1","131567","","2759","33630","5878","","","","","","","","","","","431838","","","","","","","","","","","","33829","","194286","","","","","","","","","","","","","","","","","","","","","","","","",""
"4734","1437197","below_subclass","commelinids","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","4734","","","","","","","","","","","","","","","","","","","","","","","",""
"2037","1760","order","Actinomycetales","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","1760","","","","2037","","","","","","","","","","","","","","","","","","","","","","",""
"135622","1236","order","Alteromonadales","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","135622","","","","","","","","","","","","","","","","","","","","","","",""
"4036","91882","order","Apiales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","4036","","","","","","","","","","","","","","","","","","","","","","",""
"73496","1437197","order","Asparagales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","","73496","","","","","","","","","","","","","","","","","","","","","","",""
"4209","91882","order","Asterales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91882","","","","","4209","","","","","","","","","","","","","","","","","","","","","","",""
"452334","452333","order","Atheliales","1","131567","","2759","33154","","","4751","","","","","451864","5204","","","5302","","","","","","","","","","","","155619","","452333","","452334","","","","","","","","","","","","","","","","","","","","","","",""
"1385","91061","order","Bacillales","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","91061","","","","1385","","","","","","","","","","","","","","","","","","","","","","",""
"171549","200643","order","Bacteroidales","1","131567","","2","1783270","68336","","","","","","","","976","","","","","","","","","","","","","","","200643","","","","171549","","","","","","","","","","","","","","","","","","","","","","",""
"85004","1760","order","Bifidobacteriales","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","1760","","","","85004","","","","","","","","","","","","","","","","","","","","","","",""
"3699","91836","order","Brassicales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91836","","","","","3699","","","","","","","","","","","","","","","","","","","","","","",""
"80840","28216","order","Burkholderiales","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28216","","","","80840","","","","","","","","","","","","","","","","","","","","","","",""
"213849","29547","order","Campylobacterales","1","131567","","2","","","","","","","","","","1224","","","68525","","","","","","","","","","","","29547","","","","213849","","","","","","","","","","","","","","","","","","","","","","",""
"6342","105387","order","Capitellida","1","131567","","2759","33154","","","33208","6072","33213","33317","1206795","","6340","","","","","","","","","","","","","","","6341","","105387","","6342","","","","","","","","","","","","","","","","","","","","","","",""
"3524","1437201","order","Caryophyllales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","","","","","","","3524","","","","","","","","","","","","","","","","","","","","","","",""
"28883","10239","order","Caudovirales","1","","","10239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28883","","","","","","","","","","","","","","","","","","","","","","",""
"3042","3166","order","Chlamydomonadales","1","131567","","2759","","","","33090","","","","","","3041","","","","","","","","","","","","","","","3166","","","","3042","","","","","","","","","","","","","","","","","","","","","","",""
"35460","75966","order","Chlorellales","1","131567","","2759","","","","33090","","","","","","3041","","","","","","","","","","","","","","","75966","","","","35460","","","","","","","","","","","","","","","","","","","","","","",""
"1118","1301283","order","Chroococcales","1","131567","","2","1783272","1798711","","","","","","","","1117","","","","","","","","","","","","","","","","","1301283","","1118","","","","","","","","","","","","","","","","","","","","","","",""
"186802","186801","order","Clostridiales","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","186801","","","","186802","","","","","","","","","","","","","","","","","","","","","","",""
"85007","1760","order","Corynebacteriales","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","1760","","","","85007","","","","","","","","","","","","","","","","","","","","","","",""
"71239","91835","order","Cucurbitales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","71239","","","","","","","","","","","","","","","","","","","","","","",""
"118964","188787","order","Deinococcales","1","131567","","2","1783272","","","","","","","","","1297","","","","","","","","","","","","","","","188787","","","","118964","","","","","","","","","","","","","","","","","","","","","","",""
